2950,500,50,50,0,0,16,16,1
3000,550,50,50,0,0,16,16,1
3000,500,50,50,0,0,16,16,1
3000,450,50,50,0,0,16,16,1
3050,550,50,50,0,0,16,16,1
3050,500,50,50,0,0,16,16,1
3050,450,50,50,0,0,16,16,1
3050,400,50,50,0,0,16,16,1
3100,550,50,50,0,0,16,16,1
3100,500,50,50,0,0,16,16,1
3100,450,50,50,0,0,16,16,1
3100,400,50,50,0,0,16,16,1
3100,350,50,50,0,0,16,16,1
3150,550,50,50,0,0,16,16,1
3150,500,50,50,0,0,16,16,1
3200,550,50,50,0,0,16,16,1
3200,500,50,50,0,0,16,16,1
3250,550,50,50,0,0,16,16,1
3250,500,50,50,0,0,16,16,1
3300,550,50,50,0,0,16,16,1
3300,500,50,50,0,0,16,16,1
3350,550,50,50,0,0,16,16,1
3350,500,50,50,0,0,16,16,1
3400,550,50,50,0,0,16,16,1
3400,500,50,50,0,0,16,16,1
3450,550,50,50,0,0,16,16,1
3450,500,50,50,0,0,16,16,1
3500,550,50,50,0,0,16,16,1
3500,500,50,50,0,0,16,16,1
3550,550,50,50,0,0,16,16,1
3550,500,50,50,0,0,16,16,1
3600,550,50,50,0,0,16,16,1
3600,500,50,50,0,0,16,16,1
3650,550,50,50,0,0,16,16,1
3650,500,50,50,0,0,16,16,1
3700,550,50,50,0,0,16,16,1
3700,500,50,50,0,0,16,16,1
3750,550,50,50,0,0,16,16,1
3750,500,50,50,0,0,16,16,1
3800,550,50,50,0,0,16,16,1
3800,500,50,50,0,0,16,16,1
3850,550,50,50,0,0,16,16,1
3850,500,50,50,0,0,16,16,1
3900,550,50,50,0,0,16,16,1
3900,500,50,50,0,0,16,16,1
3950,550,50,50,0,0,16,16,1
3950,500,50,50,0,0,16,16,1
4000,550,50,50,0,0,16,16,1
4000,500,50,50,0,0,16,16,1
4050,550,50,50,0,0,16,16,1
4050,500,50,50,0,0,16,16,1
4100,550,50,50,0,0,16,16,1
4100,500,50,50,0,0,16,16,1
4150,550,50,50,0,0,16,16,1
4150,500,50,50,0,0,16,16,1
4200,550,50,50,0,0,16,16,1
4200,500,50,50,0,0,16,16,1
4250,550,50,50,0,0,16,16,1
4250,500,50,50,0,0,16,16,1
4300,550,50,50,0,0,16,16,1
4300,500,50,50,0,0,16,16,1
4350,550,50,50,0,0,16,16,1
4350,500,50,50,0,0,16,16,1
4400,550,50,50,0,0,16,16,1
4400,500,50,50,0,0,16,16,1
4450,550,50,50,0,0,16,16,1
4450,500,50,50,0,0,16,16,1
4500,550,50,50,0,0,16,16,1
4500,500,50,50,0,0,16,16,1
4550,550,50,50,0,0,16,16,1
4550,500,50,50,0,0,16,16,1
4600,550,50,50,0,0,16,16,1
4600,500,50,50,0,0,16,16,1
4650,550,50,50,0,0,16,16,1
4650,500,50,50,0,0,16,16,1
4700,550,50,50,0,0,16,16,1
4700,500,50,50,0,0,16,16,1
4750,550,50,50,0,0,16,16,1
4750,500,50,50,0,0,16,16,1
4800,550,50,50,0,0,16,16,1
4800,500,50,50,0,0,16,16,1

600,100,205,100,183,305,41,20,0,cloudDark
1100,100,205,100,183,305,41,20,0,cloudDark
1600,100,205,100,183,305,41,20,0,cloudDark
2300,100,205,100,183,305,41,20,0,cloudDark
2800,100,205,100,183,305,41,20,0,cloudDark
3720,100,205,100,183,305,41,20,0,cloudDark

4720,100,205,100,183,305,41,20,0,cloudDark













############################ DRAPEAU ####################################
4750,275,10,350,263,240,2,25,0,flag
4752,275,50,50,196,330,14,15,0,flag
